Date,FIP,U3O8
26/07/2016,23.82,25.00
27/07/2016,23.54,25.88
28/07/2016,23.27,25.88
29/07/2016,23.18,26.75
01/08/2016,23.55,26.25
02/08/2016,23.30,26.63
03/08/2016,23.25,26.75
04/08/2016,23.35,26.75
05/08/2016,23.49,26.50
08/08/2016,23.70,26.13
09/08/2016,23.16,26.13
10/08/2016,23.38,25.75
11/08/2016,23.40,25.75
12/08/2016,23.62,26.00
15/08/2016,23.58,26.00
16/08/2016,23.75,26.00
17/08/2016,23.60,26.00
18/08/2016,23.67,26.13
19/08/2016,23.87,26.13
22/08/2016,23.60,26.00
23/08/2016,23.58,26.00
24/08/2016,23.58,25.88
25/08/2016,23.64,26.00
26/08/2016,23.53,26.00
29/08/2016,23.35,26.00
30/08/2016,23.32,25.25
31/08/2016,22.85,25.12
01/09/2016,22.95,25.12
02/09/2016,23.34,25.50
05/09/2016,23.35,25.50
06/09/2016,23.31,25.75
07/09/2016,23.37,25.75
08/09/2016,23.42,25.63
09/09/2016,23.51,25.63
12/09/2016,23.22,25.50
13/09/2016,23.21,25.50
14/09/2016,23.04,25.38
15/09/2016,22.72,25.38
16/09/2016,22.70,24.75
19/09/2016,23.00,24.75
20/09/2016,23.05,24.75
21/09/2016,23.18,24.75
22/09/2016,23.33,24.75
23/09/2016,23.36,24.50
26/09/2016,23.19,23.25
27/09/2016,23.00,23.50
28/09/2016,22.82,23.37
29/09/2016,22.97,23.00
30/09/2016,22.95,22.38
03/10/2016,22.91,22.50
04/10/2016,21.80,22.50
05/10/2016,21.41,22.75
06/10/2016,21.40,22.75
07/10/2016,21.78,22.75
10/10/2016,22.75,22.75
11/10/2016,22.43,22.50
12/10/2016,22.59,22.50
13/10/2016,22.81,22.25
14/10/2016,22.80,21.75
17/10/2016,22.87,21.50
18/10/2016,22.76,21.75
19/10/2016,22.65,20.88
20/10/2016,21.82,20.75
21/10/2016,21.63,20.50
24/10/2016,21.39,20.00
25/10/2016,21.00,20.00
26/10/2016,21.11,19.75
27/10/2016,21.02,19.75
28/10/2016,20.81,19.75
31/10/2016,20.78,18.75
01/11/2016,20.83,18.87
02/11/2016,21.05,18.87
03/11/2016,20.88,18.87
04/11/2016,20.80,18.75
07/11/2016,20.86,18.75
08/11/2016,20.89,18.75
09/11/2016,20.86,18.50
10/11/2016,20.83,18.63
14/11/2016,20.63,18.50
15/11/2016,20.82,18.63
16/11/2016,20.53,18.75
17/11/2016,20.57,18.50
18/11/2016,20.55,18.50
21/11/2016,20.41,18.50
22/11/2016,19.95,18.50
23/11/2016,19.71,18.50
24/11/2016,19.98,18.50
25/11/2016,20.51,18.50
28/11/2016,20.44,18.07
29/11/2016,20.61,18.12
30/11/2016,20.61,17.80
01/12/2016,20.08,17.80
02/12/2016,20.39,17.93
05/12/2016,20.43,18.03
06/12/2016,20.61,18.00
07/12/2016,20.98,18.00
08/12/2016,21.25,18.00
09/12/2016,21.49,18.25
12/12/2016,22.26,18.50
13/12/2016,22.16,20.75
14/12/2016,22.29,21.50
15/12/2016,21.97,20.50
16/12/2016,21.84,20.50
19/12/2016,21.77,20.50
20/12/2016,21.56,20.38
21/12/2016,21.65,20.38
22/12/2016,21.39,20.38
23/12/2016,21.46,20.50
26/12/2016,21.39,20.50
27/12/2016,21.42,20.50
28/12/2016,21.41,20.50
29/12/2016,21.40,20.50
30/12/2016,21.47,20.50
03/01/2017,21.52,20.50
04/01/2017,21.91,20.63
05/01/2017,22.13,21.63
06/01/2017,22.76,21.75
09/01/2017,22.79,22.16
10/01/2017,22.76,22.13
11/01/2017,24.13,24.00
12/01/2017,24.97,22.75
13/01/2017,24.97,22.75
16/01/2017,24.61,22.13
17/01/2017,24.06,22.25
18/01/2017,23.37,22.50
19/01/2017,23.94,22.75
20/01/2017,23.98,22.82
23/01/2017,23.88,22.88
24/01/2017,24.74,22.88
25/01/2017,25.31,23.00
26/01/2017,25.83,23.25
27/01/2017,24.89,23.75
30/01/2017,24.97,24.13
31/01/2017,24.37,24.38
01/02/2017,24.60,24.50
02/02/2017,25.10,25.00
03/02/2017,25.74,25.13
06/02/2017,25.97,25.50
07/02/2017,26.23,26.13
08/02/2017,25.66,26.50
09/02/2017,25.87,26.63
10/02/2017,26.54,26.50
13/02/2017,26.23,26.63
14/02/2017,26.44,25.83
15/02/2017,27.06,25.63
16/02/2017,26.75,25.25
17/02/2017,26.09,25.00
20/02/2017,25.95,24.38
21/02/2017,25.89,24.38
22/02/2017,25.63,24.38
23/02/2017,25.58,24.00
24/02/2017,24.98,22.50
27/02/2017,25.36,22.38
28/02/2017,25.29,24.50
01/03/2017,24.88,24.50
02/03/2017,24.41,24.50
03/03/2017,23.99,24.50
06/03/2017,23.89,25.63
07/03/2017,23.78,25.75
08/03/2017,23.59,26.13
09/03/2017,24.20,25.63
10/03/2017,24.66,25.63
13/03/2017,24.72,24.50
14/03/2017,24.08,24.50
15/03/2017,23.90,25.00
16/03/2017,24.44,25.25
17/03/2017,23.71,25.38
20/03/2017,23.92,25.38
21/03/2017,23.60,25.38
22/03/2017,23.60,25.25
23/03/2017,23.76,25.00
24/03/2017,23.55,24.25
27/03/2017,23.60,24.63
28/03/2017,23.25,24.50
29/03/2017,23.73,24.50
30/03/2017,23.76,24.25
31/03/2017,23.47,23.50
03/04/2017,23.31,23.50
04/04/2017,23.21,23.25
05/04/2017,23.29,23.12
06/04/2017,23.16,23.50
07/04/2017,23.21,23.38
10/04/2017,23.17,23.50
11/04/2017,24.21,23.50
12/04/2017,24.04,23.50
13/04/2017,23.60,23.50
14/04/2017,24.11,23.50
17/04/2017,24.25,23.50
18/04/2017,23.67,23.50
19/04/2017,23.90,23.25
20/04/2017,24.08,23.00
21/04/2017,23.84,23.00
24/04/2017,23.79,23.00
25/04/2017,23.32,22.75
26/04/2017,23.27,22.75
27/04/2017,22.56,22.63
28/04/2017,22.62,22.63
01/05/2017,23.20,22.63
02/05/2017,23.02,22.63
03/05/2017,23.53,22.50
04/05/2017,23.30,22.50
05/05/2017,22.73,22.38
08/05/2017,22.54,22.50
09/05/2017,22.73,22.50
10/05/2017,22.55,22.50
11/05/2017,22.55,22.50
12/05/2017,22.55,22.63
15/05/2017,22.67,21.50
16/05/2017,22.10,21.50
17/05/2017,22.27,21.50
18/05/2017,22.15,21.50
19/05/2017,22.29,21.75
22/05/2017,22.41,21.75
23/05/2017,22.35,21.75
24/05/2017,22.29,20.75
25/05/2017,22.08,20.00
26/05/2017,22.68,19.25
29/05/2017,22.61,19.25
30/05/2017,22.54,19.75
31/05/2017,21.80,19.75
01/06/2017,21.14,19.75
02/06/2017,21.06,19.50
05/06/2017,21.43,19.75
06/06/2017,21.38,19.25
07/06/2017,21.42,19.66
08/06/2017,21.65,19.63
09/06/2017,21.55,19.80
12/06/2017,21.85,19.88
13/06/2017,22.27,19.88
14/06/2017,22.27,20.00
15/06/2017,22.59,20.18
16/06/2017,22.50,20.00
19/06/2017,22.49,20.00
20/06/2017,22.29,20.00
21/06/2017,22.12,20.00
22/06/2017,22.47,20.13
23/06/2017,22.59,20.25
26/06/2017,22.72,20.10
27/06/2017,23.16,20.33
28/06/2017,23.39,20.50
29/06/2017,23.27,20.50
30/06/2017,22.85,20.05
03/07/2017,23.14,20.38
04/07/2017,22.67,20.38
05/07/2017,22.75,20.38
06/07/2017,22.60,20.38
07/07/2017,22.12,20.50
10/07/2017,21.95,20.25
11/07/2017,21.80,20.50
12/07/2017,22.14,20.63
13/07/2017,22.68,20.63
14/07/2017,22.40,20.75
17/07/2017,22.70,20.00
18/07/2017,23.08,20.25
19/07/2017,23.11,20.13
20/07/2017,23.27,20.25
21/07/2017,23.69,20.55
24/07/2017,23.67,20.38
25/07/2017,23.49,20.50
26/07/2017,23.43,20.50
27/07/2017,23.23,20.50
28/07/2017,23.57,20.50
31/07/2017,23.49,20.50
01/08/2017,23.36,20.03
02/08/2017,23.25,20.13
03/08/2017,22.72,20.13
04/08/2017,22.37,20.38
07/08/2017,22.32,20.38
08/08/2017,22.17,20.50
09/08/2017,22.24,20.75
10/08/2017,21.92,20.75
11/08/2017,21.72,20.75
14/08/2017,21.90,20.75
15/08/2017,22.14,20.75
16/08/2017,22.25,20.75
17/08/2017,22.15,21.00
18/08/2017,21.96,21.00
21/08/2017,22.35,20.50
22/08/2017,22.53,20.50
23/08/2017,22.26,20.50
24/08/2017,22.44,20.50
25/08/2017,23.24,20.25
29/08/2017,23.17,20.25
30/08/2017,22.83,20.15
31/08/2017,23.22,19.93
01/09/2017,23.23,20.13
04/09/2017,23.20,20.25
05/09/2017,22.94,20.25
06/09/2017,23.18,20.50
07/09/2017,23.42,20.75
11/09/2017,22.81,20.75
12/09/2017,23.37,20.75
13/09/2017,23.04,20.58
14/09/2017,23.38,20.58
15/09/2017,23.32,20.63
18/09/2017,23.00,20.58
19/09/2017,23.05,20.33
20/09/2017,23.02,20.07
21/09/2017,22.76,20.07
22/09/2017,23.53,19.85
25/09/2017,22.14,20.10
26/09/2017,22.05,20.38
27/09/2017,21.79,20.65
28/09/2017,22.12,20.65
29/09/2017,21.98,20.20
02/10/2017,22.90,20.37
03/10/2017,22.45,20.45
04/10/2017,22.46,20.45
05/10/2017,22.25,20.45
06/10/2017,22.62,20.45
09/10/2017,22.58,20.30
10/10/2017,22.53,20.28
11/10/2017,22.27,20.30
12/10/2017,22.29,20.56
13/10/2017,22.31,20.45
16/10/2017,21.95,20.35
17/10/2017,22.06,20.35
18/10/2017,22.12,20.38
19/10/2017,21.72,20.38
20/10/2017,21.59,20.30
23/10/2017,21.61,20.15
24/10/2017,21.75,20.15
25/10/2017,21.48,20.20
26/10/2017,21.27,20.25
27/10/2017,21.82,20.25
30/10/2017,21.31,19.90
31/10/2017,21.13,19.95
01/11/2017,22.07,20.08
02/11/2017,22.07,20.20
03/11/2017,22.51,20.25
06/11/2017,22.75,20.25
07/11/2017,22.80,20.30
08/11/2017,22.76,20.60
09/11/2017,24.93,22.75
10/11/2017,24.95,23.00
13/11/2017,24.00,23.13
14/11/2017,24.55,23.25
15/11/2017,24.23,23.88
16/11/2017,24.91,24.38
17/11/2017,26.16,24.88
20/11/2017,25.97,25.33
21/11/2017,27.62,26.81
22/11/2017,27.93,24.75
23/11/2017,27.29,24.75
24/11/2017,27.43,23.88
27/11/2017,26.20,21.75
28/11/2017,24.99,23.44
29/11/2017,25.54,23.88
30/11/2017,25.48,23.75
01/12/2017,25.78,23.25
04/12/2017,27.69,26.33
05/12/2017,28.18,25.63
06/12/2017,27.51,25.25
07/12/2017,27.61,24.88
08/12/2017,27.56,24.88
11/12/2017,27.79,24.88
12/12/2017,28.00,24.88
13/12/2017,28.09,25.00
14/12/2017,28.10,24.50
15/12/2017,28.21,24.25
18/12/2017,27.96,24.25
19/12/2017,28.24,24.25
20/12/2017,27.85,24.00
21/12/2017,27.48,24.00
22/12/2017,25.88,23.75
26/12/2017,25.95,23.75
27/12/2017,25.47,23.75
28/12/2017,26.32,23.75
29/12/2017,26.38,23.88
02/01/2018,27.46,23.98
03/01/2018,27.44,24.00
04/01/2018,27.50,24.00
05/01/2018,27.78,24.00
08/01/2018,27.72,24.00
09/01/2018,26.73,24.00
10/01/2018,26.72,23.75
11/01/2018,26.62,23.75
12/01/2018,25.94,23.75
15/01/2018,26.38,23.75
16/01/2018,26.39,23.75
17/01/2018,26.10,23.75
18/01/2018,26.20,23.14
19/01/2018,26.44,23.14
22/01/2018,26.24,23.14
23/01/2018,26.18,23.14
24/01/2018,25.93,23.14
25/01/2018,25.70,23.14
26/01/2018,25.97,23.00
29/01/2018,25.35,21.50
30/01/2018,24.62,22.25
31/01/2018,24.60,21.75
01/02/2018,24.70,22.13
02/02/2018,24.20,22.50
05/02/2018,24.00,22.50
06/02/2018,23.92,22.25
07/02/2018,23.87,22.00
08/02/2018,23.93,21.50
09/02/2018,24.07,21.50
12/02/2018,23.92,21.50
13/02/2018,24.32,21.50
14/02/2018,24.31,21.63
19/02/2018,24.61,21.86
20/02/2018,24.79,21.86
21/02/2018,24.91,22.00
22/02/2018,25.03,22.00
23/02/2018,24.68,21.88
26/02/2018,24.46,21.50
27/02/2018,24.33,21.75
28/02/2018,24.20,21.50
01/03/2018,24.03,21.75
02/03/2018,24.44,22.25
05/03/2018,24.14,22.25
06/03/2018,24.26,22.25
07/03/2018,24.16,22.25
08/03/2018,24.19,21.81
09/03/2018,24.22,21.75
12/03/2018,24.24,21.75
13/03/2018,24.06,21.88
14/03/2018,23.97,22.00
15/03/2018,23.67,22.00
16/03/2018,23.10,21.50
19/03/2018,23.06,21.50
20/03/2018,23.10,22.00
21/03/2018,23.53,22.25
22/03/2018,23.16,22.25
23/03/2018,23.22,21.75
26/03/2018,23.62,21.15
27/03/2018,23.34,21.13
28/03/2018,22.98,21.13
29/03/2018,23.27,21.00
30/03/2018,22.84,20.85
02/04/2018,22.78,21.00
03/04/2018,23.22,21.00
04/04/2018,22.84,21.13
05/04/2018,23.41,21.00
06/04/2018,23.13,20.25
07/04/2018,23.74,20.25
09/04/2018,23.74,21.00
10/04/2018,23.74,20.83
11/04/2018,23.90,20.63
12/04/2018,23.74,20.63
13/04/2018,23.55,20.38
16/04/2018,23.68,20.38
17/04/2018,24.31,20.50
18/04/2018,24.23,20.38
19/04/2018,23.79,20.50
20/04/2018,23.64,20.75
23/04/2018,23.69,20.88
24/04/2018,22.97,20.88
25/04/2018,23.08,21.00
26/04/2018,23.04,21.13
27/04/2018,23.34,20.75
30/04/2018,23.43,20.75
01/05/2018,23.92,21.00
02/05/2018,24.33,21.13
03/05/2018,24.03,21.13
04/05/2018,23.68,21.40
07/05/2018,23.43,21.75
08/05/2018,23.39,21.75
09/05/2018,23.44,21.75
10/05/2018,23.60,21.75
11/05/2018,23.48,21.66
14/05/2018,23.78,21.70
15/05/2018,23.41,21.75
16/05/2018,24.06,21.83
17/05/2018,25.00,22.35
18/05/2018,25.58,22.35
19/05/2018,25.69,22.63
20/05/2018,24.54,22.55
21/05/2018,24.76,22.88
22/05/2018,24.65,22.83
23/05/2018,24.64,22.88
24/05/2018,24.55,22.75
25/05/2018,24.56,22.88
30/05/2018,24.93,22.88
31/05/2018,24.65,22.68
01/06/2018,24.72,22.65
04/06/2018,25.02,22.85
05/06/2018,25.87,23.21
06/06/2018,26.75,23.55
07/06/2018,26.80,23.65
08/06/2018,26.88,23.65
11/06/2018,26.49,23.63
12/06/2018,25.28,23.63
13/06/2018,25.08,23.50
14/06/2018,24.75,23.44
15/06/2018,24.50,23.25
18/06/2018,24.43,23.13
19/06/2018,23.97,23.00
20/06/2018,24.21,22.95
21/06/2018,24.08,22.90
22/06/2018,24.26,22.75
25/06/2018,24.13,22.50
26/06/2018,23.77,22.55
27/06/2018,24.25,22.63
28/06/2018,23.83,22.63
29/06/2018,24.08,22.63
02/07/2018,24.06,22.72
03/07/2018,24.21,22.95
04/07/2018,24.61,23.00
05/07/2018,24.80,23.00
06/07/2018,24.77,22.88
09/07/2018,24.85,22.88
10/07/2018,24.97,23.00
11/07/2018,24.74,23.12
12/07/2018,25.02,23.12
13/07/2018,25.30,23.12
16/07/2018,25.19,23.25
17/07/2018,24.43,23.25
18/07/2018,24.72,23.50
19/07/2018,24.43,23.68
20/07/2018,24.47,23.75
23/07/2018,24.33,23.75
24/07/2018,24.18,24.00
25/07/2018,24.39,24.25
26/07/2018,26.42,25.63
27/07/2018,27.13,25.70
30/07/2018,26.82,25.70
31/07/2018,26.71,25.70
01/08/2018,26.76,25.82
02/08/2018,26.49,25.80
03/08/2018,27.04,25.85
06/08/2018,26.90,25.85
07/08/2018,27.39,26.00
08/08/2018,27.52,26.10
09/08/2018,27.34,26.10
10/08/2018,26.79,26.00
13/08/2018,26.75,26.00
14/08/2018,27.13,26.05
15/08/2018,26.87,26.25
16/08/2018,27.08,26.30
17/08/2018,27.74,26.25
20/08/2018,28.21,26.13
21/08/2018,27.79,26.13
22/08/2018,27.57,26.13
23/08/2018,28.00,26.38
24/08/2018,28.11,26.30
27/08/2018,27.86,26.30
28/08/2018,28.05,26.24
29/08/2018,28.90,26.45
30/08/2018,28.37,26.40
31/08/2018,28.19,26.40
03/09/2018,28.24,26.46
04/09/2018,27.55,26.48
05/09/2018,27.29,26.58
06/09/2018,26.29,26.58
07/09/2018,27.27,26.58
10/09/2018,27.34,26.90
11/09/2018,27.74,27.00
12/09/2018,27.71,27.00
13/09/2018,28.03,27.20
14/09/2018,27.98,27.30
17/09/2018,28.40,27.40
18/09/2018,28.73,27.50
19/09/2018,28.54,27.25
20/09/2018,28.04,27.53
21/09/2018,28.19,27.50
24/09/2018,28.57,27.38
25/09/2018,28.11,27.50
26/09/2018,28.39,27.50
27/09/2018,28.16,27.38
28/09/2018,27.79,27.38
01/10/2018,28.30,27.50
02/10/2018,27.85,27.50
03/10/2018,27.63,27.50
04/10/2018,27.67,27.63
05/10/2018,28.18,27.50
08/10/2018,27.93,27.43
09/10/2018,28.45,27.50
10/10/2018,28.08,27.55
11/10/2018,28.16,27.50
12/10/2018,28.70,27.45
15/10/2018,29.13,27.55
16/10/2018,29.44,27.45
17/10/2018,28.90,27.63
18/10/2018,28.46,27.75
19/10/2018,27.95,27.63
22/10/2018,28.24,27.83
23/10/2018,27.10,27.75
24/10/2018,27.11,27.75
25/10/2018,26.95,27.80
26/10/2018,26.53,27.75
29/10/2018,26.88,27.88
30/10/2018,26.94,27.88
31/10/2018,26.73,28.00
01/11/2018,27.52,28.05
02/11/2018,27.86,28.80
05/11/2018,28.43,28.80
06/11/2018,29.69,28.80
07/11/2018,29.60,28.80
08/11/2018,29.11,29.00
09/11/2018,29.21,29.05
12/11/2018,29.02,29.13
13/11/2018,28.19,29.08
14/11/2018,27.87,29.13
15/11/2018,27.85,29.13
16/11/2018,28.88,29.18
19/11/2018,29.41,29.18
20/11/2018,29.36,29.15
21/11/2018,28.65,29.10
22/11/2018,29.41,29.00
23/11/2018,29.31,29.00
26/11/2018,28.64,29.00
27/11/2018,28.07,29.07
28/11/2018,28.32,28.88
29/11/2018,27.60,28.88
30/11/2018,28.19,28.88
03/12/2018,28.20,29.00
04/12/2018,28.49,29.00
05/12/2018,27.84,28.88
06/12/2018,27.33,29.00
07/12/2018,27.63,29.00
10/12/2018,27.13,29.00
11/12/2018,26.99,28.95
12/12/2018,26.80,28.95
13/12/2018,26.74,28.95
14/12/2018,27.20,28.95
17/12/2018,26.72,28.75
18/12/2018,26.08,28.50
19/12/2018,25.59,28.55
20/12/2018,25.27,28.50
21/12/2018,24.99,28.50
24/12/2018,24.87,28.50
25/12/2018,24.45,28.50
26/12/2018,24.49,28.50
27/12/2018,24.51,28.50
28/12/2018,24.60,28.50
31/12/2018,25.18,28.80
01/01/2019,25.49,28.82
02/01/2019,25.57,28.75
03/01/2019,25.16,28.82
04/01/2019,25.56,28.82
07/01/2019,26.00,28.80
08/01/2019,26.56,28.88
09/01/2019,26.78,28.88
10/01/2019,26.95,28.88
11/01/2019,27.31,28.88
14/01/2019,27.07,28.88
15/01/2019,27.17,28.88
16/01/2019,27.62,28.88
17/01/2019,27.91,28.85
18/01/2019,27.98,28.80
21/01/2019,28.87,28.90
22/01/2019,28.47,28.90
23/01/2019,28.06,29.00
24/01/2019,27.98,28.95
25/01/2019,28.38,29.03
28/01/2019,28.69,29.02
29/01/2019,27.74,29.02
30/01/2019,28.41,29.02
31/01/2019,27.86,28.95
01/02/2019,28.25,28.93
04/02/2019,27.83,28.98
05/02/2019,27.57,28.98
06/02/2019,28.90,28.98
07/02/2019,28.72,28.98
08/02/2019,27.93,28.85
11/02/2019,28.18,28.82
12/02/2019,28.48,28.82
13/02/2019,28.56,28.82
14/02/2019,28.32,28.75
15/02/2019,28.48,28.77
18/02/2019,28.95,28.68
19/02/2019,28.96,28.68
20/02/2019,29.02,28.73
21/02/2019,29.05,28.70
22/02/2019,29.68,28.68
25/02/2019,29.54,28.60
26/02/2019,29.67,27.63
27/02/2019,28.67,27.75
28/02/2019,27.94,27.88
01/03/2019,28.02,27.88
04/03/2019,27.77,28.00
05/03/2019,27.31,28.00
06/03/2019,27.52,28.18
07/03/2019,27.00,28.18
08/03/2019,26.93,28.10
11/03/2019,26.86,27.93
12/03/2019,27.12,27.98
13/03/2019,27.55,27.93
14/03/2019,27.60,27.75
15/03/2019,27.54,27.50
18/03/2019,27.55,27.25
19/03/2019,27.83,26.88
20/03/2019,27.92,26.75
21/03/2019,28.08,26.25
22/03/2019,26.84,26.13
25/03/2019,25.86,26.00
26/03/2019,25.68,25.63
27/03/2019,25.36,25.75
28/03/2019,25.34,25.38
29/03/2019,25.28,25.00
01/04/2019,25.71,25.13
02/04/2019,26.13,25.38
03/04/2019,26.15,25.63
04/04/2019,25.97,25.63
05/04/2019,26.00,25.75
08/04/2019,25.59,26.00
09/04/2019,25.42,25.88
10/04/2019,25.47,25.88
11/04/2019,25.38,25.88
12/04/2019,25.10,25.88
15/04/2019,25.12,25.88
16/04/2019,25.01,25.98
17/04/2019,24.45,25.98
18/04/2019,24.57,25.88
19/04/2019,24.87,25.88
22/04/2019,24.86,25.88
23/04/2019,25.10,25.75
24/04/2019,24.84,25.75
25/04/2019,24.43,25.63
26/04/2019,24.67,25.38
29/04/2019,24.50,25.25
30/04/2019,24.53,25.32
01/05/2019,24.93,25.13
02/05/2019,24.56,25.25
03/05/2019,24.21,25.25
06/05/2019,24.08,25.00
07/05/2019,23.90,25.00
08/05/2019,23.45,25.00
09/05/2019,23.91,25.00
10/05/2019,23.87,24.93
13/05/2019,23.67,24.77
14/05/2019,23.49,24.70
15/05/2019,23.80,24.63
16/05/2019,23.84,24.73
17/05/2019,23.85,24.65
20/05/2019,24.23,24.65
21/05/2019,24.21,24.63
22/05/2019,24.37,24.63
23/05/2019,24.75,24.38
24/05/2019,24.40,24.32
27/05/2019,24.63,24.25
28/05/2019,24.51,24.05
29/05/2019,24.42,24.13
30/05/2019,24.54,24.13
31/05/2019,24.40,24.05
03/06/2019,24.63,23.93
04/06/2019,24.87,23.93
05/06/2019,24.85,24.00
06/06/2019,24.76,24.32
07/06/2019,24.84,24.60
10/06/2019,25.12,24.80
11/06/2019,24.90,24.88
12/06/2019,25.11,24.88
13/06/2019,24.81,25.00
14/06/2019,24.64,24.82
17/06/2019,24.64,24.40
18/06/2019,24.58,24.50
19/06/2019,24.77,24.50
20/06/2019,24.94,24.50
21/06/2019,25.23,24.70
24/06/2019,24.31,24.70
25/06/2019,24.00,24.70
26/06/2019,23.67,24.68
27/06/2019,23.69,24.65
28/06/2019,23.44,24.63
01/07/2019,24.49,24.52
02/07/2019,24.41,24.50
03/07/2019,24.42,24.48
04/07/2019,24.96,24.52
05/07/2019,25.04,24.52
08/07/2019,24.98,24.52
09/07/2019,25.59,24.80
10/07/2019,25.60,24.80
11/07/2019,25.47,24.75
12/07/2019,24.50,24.80
15/07/2019,26.30,25.32
16/07/2019,26.26,26.25
17/07/2019,25.94,26.02
18/07/2019,25.71,26.00
19/07/2019,25.67,25.65
22/07/2019,25.43,25.25
23/07/2019,24.83,25.50
24/07/2019,24.70,25.50
25/07/2019,24.83,25.75
26/07/2019,25.14,25.75
29/07/2019,25.05,25.57
30/07/2019,25.06,25.50
31/07/2019,25.03,25.43
01/08/2019,25.11,25.30
02/08/2019,24.62,25.43
05/08/2019,24.52,25.43
06/08/2019,24.49,25.38
07/08/2019,23.72,25.38
08/08/2019,23.95,25.38
09/08/2019,24.14,25.38
12/08/2019,24.28,25.38
13/08/2019,24.19,25.38
14/08/2019,24.40,25.38
15/08/2019,24.05,25.38
16/08/2019,24.04,25.25
19/08/2019,24.11,25.13
20/08/2019,24.05,25.00
21/08/2019,24.35,25.13
22/08/2019,24.36,25.25
23/08/2019,24.98,25.25
26/08/2019,24.37,25.25
27/08/2019,24.31,25.25
28/08/2019,24.20,25.38
29/08/2019,24.22,25.38
30/08/2019,24.15,25.38
02/09/2019,24.43,25.38
03/09/2019,24.40,25.27
04/09/2019,24.56,25.27
05/09/2019,24.65,25.27
06/09/2019,24.76,25.35
09/09/2019,24.88,25.38
10/09/2019,24.76,25.25
11/09/2019,24.68,25.23
12/09/2019,24.61,25.18
13/09/2019,24.41,24.95
16/09/2019,24.49,25.32
17/09/2019,24.27,25.38
18/09/2019,24.33,25.50
19/09/2019,24.13,25.70
20/09/2019,24.49,25.75
23/09/2019,24.25,25.88
24/09/2019,24.14,25.75
25/09/2019,24.12,25.75
26/09/2019,24.15,25.82
27/09/2019,24.18,25.63
30/09/2019,24.23,25.65
01/10/2019,24.55,25.55
02/10/2019,24.80,25.43
03/10/2019,24.37,25.38
04/10/2019,24.29,25.32
07/10/2019,24.06,25.30
08/10/2019,24.45,25.20
09/10/2019,24.36,25.00
10/10/2019,24.33,24.98
11/10/2019,24.41,24.98
14/10/2019,24.40,24.98
15/10/2019,24.35,24.98
16/10/2019,24.74,24.98
17/10/2019,24.80,24.98
18/10/2019,24.57,24.90
21/10/2019,24.28,24.88
22/10/2019,24.00,24.63
23/10/2019,23.92,24.50
24/10/2019,23.75,24.50
25/10/2019,23.63,24.25
28/10/2019,23.70,24.25
29/10/2019,23.36,24.00
30/10/2019,23.00,24.00
31/10/2019,22.36,24.00
01/11/2019,22.25,24.38
04/11/2019,23.21,24.13
05/11/2019,23.14,24.20
06/11/2019,23.15,24.48
07/11/2019,23.94,24.57
08/11/2019,23.90,24.70
11/11/2019,23.86,24.68
12/11/2019,23.79,24.60
13/11/2019,23.97,24.75
14/11/2019,24.06,24.95
15/11/2019,24.07,24.95
18/11/2019,24.30,25.18
19/11/2019,24.32,25.75
20/11/2019,24.33,26.00
21/11/2019,24.85,26.05
22/11/2019,24.83,26.00
25/11/2019,24.69,26.00
26/11/2019,25.02,26.00
27/11/2019,24.28,26.00
28/11/2019,24.37,26.07
29/11/2019,24.32,26.07
02/12/2019,24.33,26.13
03/12/2019,23.78,26.13
04/12/2019,23.74,26.07
05/12/2019,24.04,26.07
06/12/2019,24.01,26.07
09/12/2019,23.99,26.00
10/12/2019,24.07,26.00
11/12/2019,24.42,26.00
12/12/2019,25.36,25.88
13/12/2019,24.87,25.75
16/12/2019,24.63,25.63
17/12/2019,24.21,25.57
18/12/2019,24.04,25.55
19/12/2019,24.00,25.55
20/12/2019,24.10,25.55
23/12/2019,23.87,25.05
24/12/2019,23.63,25.07
25/12/2019,23.72,25.07
26/12/2019,23.73,25.07
27/12/2019,23.81,25.07
30/12/2019,24.17,25.07
31/12/2019,23.89,24.88
01/01/2020,23.95,24.88
02/01/2020,23.97,24.88
03/01/2020,24.19,24.88
06/01/2020,24.01,24.80
07/01/2020,23.83,24.80
08/01/2020,23.57,24.60
09/01/2020,23.50,24.60
10/01/2020,23.58,24.60
13/01/2020,23.22,24.75
14/01/2020,23.65,24.63
15/01/2020,23.80,24.63
16/01/2020,23.38,24.63
17/01/2020,23.73,24.52
20/01/2020,23.46,24.57
21/01/2020,23.25,24.57
22/01/2020,23.37,24.50
23/01/2020,23.08,24.50
24/01/2020,23.34,24.48
27/01/2020,23.39,24.40
28/01/2020,23.12,24.40
29/01/2020,22.99,24.40
30/01/2020,22.86,24.38
31/01/2020,22.51,24.65
03/02/2020,22.19,24.95
04/02/2020,22.72,24.77
05/02/2020,22.85,24.77
06/02/2020,22.96,24.77
07/02/2020,22.96,24.75
10/02/2020,23.03,24.70
11/02/2020,22.73,24.63
12/02/2020,23.17,24.48
13/02/2020,22.94,24.50
14/02/2020,23.10,24.45
17/02/2020,22.91,24.55
18/02/2020,22.92,24.55
19/02/2020,22.43,24.57
20/02/2020,22.49,24.60
21/02/2020,22.54,24.70
24/02/2020,22.78,24.60
25/02/2020,22.50,24.80
26/02/2020,22.07,24.98
27/02/2020,21.57,24.98
28/02/2020,22.06,24.95
