Date,FIP,U3O8
26/12/2012,40.90,43.50
27/12/2012,40.93,43.33
28/12/2012,40.92,43.33
31/12/2012,40.76,43.25
01/01/2013,40.76,43.25
02/01/2013,40.38,43.25
03/01/2013,40.16,43.13
04/01/2013,40.12,42.75
07/01/2013,39.92,42.50
08/01/2013,39.36,42.25
09/01/2013,39.57,42.00
10/01/2013,40.02,41.87
11/01/2013,40.15,41.75
14/01/2013,40.19,42.00
15/01/2013,40.68,42.00
16/01/2013,41.03,42.25
17/01/2013,41.26,42.25
18/01/2013,40.63,42.50
21/01/2013,40.23,42.50
22/01/2013,41.13,42.75
23/01/2013,40.50,43.00
24/01/2013,41.60,43.50
25/01/2013,40.98,44.00
28/01/2013,41.58,44.15
29/01/2013,41.80,44.00
30/01/2013,41.86,44.00
31/01/2013,41.44,44.00
01/02/2013,42.55,44.00
04/02/2013,42.51,44.00
05/02/2013,42.88,43.75
06/02/2013,42.57,43.75
07/02/2013,42.47,43.50
08/02/2013,42.63,43.50
11/02/2013,42.09,43.50
12/02/2013,42.18,43.25
13/02/2013,41.70,43.25
14/02/2013,41.96,43.25
15/02/2013,42.20,43.00
18/02/2013,40.00,43.00
19/02/2013,40.17,42.75
20/02/2013,40.12,42.75
21/02/2013,40.06,42.00
22/02/2013,39.96,42.00
25/02/2013,40.06,41.69
26/02/2013,39.35,42.00
27/02/2013,39.04,42.00
28/02/2013,38.57,42.00
01/03/2013,39.39,42.00
04/03/2013,38.20,42.37
05/03/2013,39.13,42.25
06/03/2013,38.61,42.50
07/03/2013,40.10,42.50
08/03/2013,39.76,42.38
11/03/2013,39.19,42.38
12/03/2013,39.03,42.38
13/03/2013,38.69,42.25
14/03/2013,39.02,42.12
15/03/2013,39.28,42.12
16/03/2013,39.24,42.12
18/03/2013,39.23,42.25
19/03/2013,39.45,42.25
20/03/2013,39.40,42.25
21/03/2013,39.58,42.25
22/03/2013,39.60,42.25
25/03/2013,39.93,42.29
26/03/2013,40.65,42.25
27/03/2013,40.74,42.25
28/03/2013,40.69,42.25
29/03/2013,40.65,42.25
01/04/2013,41.04,42.25
02/04/2013,40.66,42.25
03/04/2013,40.42,42.25
04/04/2013,40.39,42.31
05/04/2013,39.88,42.25
08/04/2013,39.80,42.13
09/04/2013,39.49,41.88
10/04/2013,39.57,41.50
11/04/2013,39.56,41.50
12/04/2013,38.62,41.25
15/04/2013,35.43,41.00
16/04/2013,35.15,40.75
17/04/2013,35.21,40.75
18/04/2013,35.29,40.25
19/04/2013,35.39,40.25
22/04/2013,35.12,40.12
23/04/2013,34.72,40.25
24/04/2013,34.20,40.62
25/04/2013,35.18,40.75
26/04/2013,35.10,40.50
29/04/2013,35.34,40.50
30/04/2013,35.52,40.63
01/05/2013,35.26,40.63
02/05/2013,35.51,40.63
03/05/2013,36.45,40.63
06/05/2013,36.41,40.75
07/05/2013,36.28,40.75
08/05/2013,37.60,40.75
09/05/2013,37.51,40.75
10/05/2013,37.03,40.75
13/05/2013,37.25,40.75
14/05/2013,36.70,40.75
15/05/2013,36.77,40.87
16/05/2013,37.19,40.87
17/05/2013,37.10,40.75
20/05/2013,37.13,40.75
21/05/2013,36.78,40.50
22/05/2013,36.56,40.38
23/05/2013,36.71,40.38
24/05/2013,36.97,40.50
27/05/2013,37.45,40.50
28/05/2013,37.04,40.50
29/05/2013,37.12,40.62
30/05/2013,37.02,40.50
31/05/2013,36.44,40.50
03/06/2013,36.72,40.13
04/06/2013,36.88,39.83
05/06/2013,37.15,39.83
06/06/2013,37.52,40.00
07/06/2013,37.86,39.75
10/06/2013,38.39,39.75
11/06/2013,38.32,39.75
12/06/2013,38.32,39.75
13/06/2013,37.10,39.88
14/06/2013,38.72,39.88
17/06/2013,38.22,39.88
18/06/2013,37.76,39.75
19/06/2013,36.85,39.75
20/06/2013,36.35,39.75
21/06/2013,35.87,39.61
22/06/2013,35.75,39.61
25/06/2013,35.89,39.61
26/06/2013,35.78,39.61
27/06/2013,35.57,39.61
28/06/2013,35.52,39.61
01/07/2013,35.63,39.61
02/07/2013,35.67,39.50
03/07/2013,36.17,39.50
04/07/2013,36.10,39.50
05/07/2013,36.17,39.50
08/07/2013,36.10,39.40
09/07/2013,36.46,39.40
10/07/2013,36.79,39.40
11/07/2013,37.43,39.25
12/07/2013,37.65,38.00
15/07/2013,37.75,37.85
16/07/2013,37.10,37.85
17/07/2013,37.17,37.25
18/07/2013,37.82,37.00
19/07/2013,37.82,36.50
22/07/2013,38.22,36.50
23/07/2013,37.65,36.00
24/07/2013,36.81,36.00
25/07/2013,37.16,36.10
26/07/2013,36.45,34.15
29/07/2013,35.95,34.50
30/07/2013,35.81,34.50
31/07/2013,35.70,35.00
01/08/2013,35.48,35.25
02/08/2013,35.31,35.50
05/08/2013,35.45,35.75
06/08/2013,35.73,35.75
07/08/2013,35.89,35.75
08/08/2013,36.03,35.75
09/08/2013,35.94,35.75
12/08/2013,36.01,35.75
13/08/2013,36.04,35.75
14/08/2013,35.92,35.50
15/08/2013,35.87,35.50
16/08/2013,35.02,35.00
19/08/2013,34.83,35.00
20/08/2013,35.20,35.00
21/08/2013,34.77,35.00
22/08/2013,35.05,35.00
23/08/2013,34.98,34.88
26/08/2013,35.03,34.88
27/08/2013,35.34,34.88
28/08/2013,35.19,34.38
29/08/2013,34.91,34.38
30/08/2013,35.06,34.12
02/09/2013,34.93,34.00
03/09/2013,35.07,34.00
04/09/2013,34.77,34.00
05/09/2013,34.94,34.00
06/09/2013,34.40,34.00
09/09/2013,34.62,34.00
10/09/2013,35.70,34.00
11/09/2013,35.68,34.00
12/09/2013,35.65,34.00
13/09/2013,35.34,34.12
16/09/2013,35.24,34.34
17/09/2013,35.12,34.65
18/09/2013,34.92,35.00
19/09/2013,35.50,35.25
20/09/2013,35.62,35.25
23/09/2013,35.79,35.25
24/09/2013,34.73,35.00
25/09/2013,34.87,35.00
26/09/2013,34.92,35.00
27/09/2013,36.21,35.12
30/09/2013,35.99,35.12
01/10/2013,35.52,35.25
02/10/2013,34.82,35.25
03/10/2013,34.32,35.12
04/10/2013,33.96,35.25
07/10/2013,34.39,35.25
08/10/2013,34.53,35.25
09/10/2013,34.75,35.25
10/10/2013,34.82,35.25
11/10/2013,35.33,35.25
14/10/2013,35.22,35.11
15/10/2013,34.66,35.25
16/10/2013,34.44,35.33
17/10/2013,34.41,35.25
18/10/2013,34.70,35.25
21/10/2013,35.64,35.25
22/10/2013,34.93,35.25
23/10/2013,34.35,35.12
24/10/2013,34.50,35.12
25/10/2013,34.28,34.85
28/10/2013,34.18,34.75
29/10/2013,34.12,34.50
30/10/2013,34.33,34.33
31/10/2013,34.76,34.25
01/11/2013,34.05,34.25
04/11/2013,34.48,34.50
05/11/2013,34.65,34.75
06/11/2013,34.79,34.80
07/11/2013,34.72,34.95
08/11/2013,35.22,35.25
11/11/2013,35.80,35.50
12/11/2013,35.80,35.75
13/11/2013,35.72,35.95
14/11/2013,36.60,36.00
15/11/2013,36.95,36.18
18/11/2013,37.47,36.18
19/11/2013,37.53,36.00
20/11/2013,37.60,36.00
21/11/2013,37.75,36.25
22/11/2013,37.35,36.50
25/11/2013,38.99,36.25
26/11/2013,39.36,36.25
27/11/2013,38.06,36.00
28/11/2013,38.56,36.12
29/11/2013,39.06,36.00
02/12/2013,38.71,36.00
03/12/2013,37.80,35.75
04/12/2013,38.57,35.50
05/12/2013,38.22,35.25
06/12/2013,38.55,34.50
09/12/2013,37.60,34.75
10/12/2013,38.08,34.75
11/12/2013,38.01,34.88
12/12/2013,37.24,34.75
13/12/2013,37.94,34.75
16/12/2013,38.50,34.65
17/12/2013,37.88,34.65
18/12/2013,37.81,34.75
19/12/2013,37.95,34.75
20/12/2013,38.72,34.75
23/12/2013,38.37,34.65
24/12/2013,38.32,34.65
25/12/2013,38.32,34.65
26/12/2013,38.40,34.50
27/12/2013,38.65,34.50
30/12/2013,39.56,34.50
31/12/2013,39.56,34.50
01/01/2014,39.56,34.50
02/01/2014,38.51,34.50
03/01/2014,38.44,34.50
06/01/2014,38.30,34.75
07/01/2014,37.84,34.75
08/01/2014,37.71,34.75
09/01/2014,36.99,35.10
10/01/2014,36.82,35.10
13/01/2014,37.30,35.15
14/01/2014,37.64,35.15
15/01/2014,39.14,35.15
16/01/2014,36.91,35.75
17/01/2014,36.97,36.13
20/01/2014,37.30,36.13
21/01/2014,38.95,35.75
22/01/2014,38.95,35.75
23/01/2014,38.03,35.75
24/01/2014,37.48,35.60
25/01/2014,37.32,35.60
28/01/2014,36.85,35.50
29/01/2014,37.00,35.50
30/01/2014,36.75,35.50
31/01/2014,37.00,35.60
03/02/2014,35.90,35.50
04/02/2014,36.50,35.50
05/02/2014,36.17,35.50
06/02/2014,36.10,35.62
07/02/2014,36.51,35.92
10/02/2014,36.37,35.75
11/02/2014,37.25,35.63
12/02/2014,37.51,35.63
13/02/2014,37.21,35.63
14/02/2014,37.26,35.63
17/02/2014,36.66,35.64
18/02/2014,36.53,35.63
19/02/2014,36.26,35.63
20/02/2014,36.20,35.60
21/02/2014,36.13,35.63
24/02/2014,36.20,35.50
25/02/2014,37.27,35.50
26/02/2014,38.13,35.50
27/02/2014,39.54,35.25
28/02/2014,39.47,35.25
03/03/2014,39.00,35.25
04/03/2014,39.00,35.25
05/03/2014,39.13,35.00
06/03/2014,38.66,35.00
07/03/2014,38.86,35.00
10/03/2014,38.53,35.13
11/03/2014,38.46,35.13
12/03/2014,39.66,35.13
13/03/2014,39.62,35.00
14/03/2014,39.33,34.88
17/03/2014,39.14,35.00
18/03/2014,38.07,35.00
19/03/2014,37.88,35.00
20/03/2014,37.35,35.00
21/03/2014,36.83,34.75
25/03/2014,36.85,34.75
26/03/2014,36.99,34.75
27/03/2014,36.29,34.60
28/03/2014,36.36,34.00
31/03/2014,36.69,34.25
01/04/2014,37.10,34.50
02/04/2014,37.30,34.50
03/04/2014,37.17,33.85
04/04/2014,37.37,33.75
07/04/2014,36.77,33.85
08/04/2014,36.31,33.50
09/04/2014,35.91,33.15
10/04/2014,35.44,33.25
11/04/2014,35.31,33.25
14/04/2014,35.11,33.00
15/04/2014,35.71,32.50
16/04/2014,35.51,32.33
17/04/2014,35.65,32.50
18/04/2014,35.62,32.50
21/04/2014,35.53,32.50
22/04/2014,35.46,32.25
23/04/2014,35.19,31.67
24/04/2014,35.19,31.50
25/04/2014,35.06,30.75
28/04/2014,33.55,30.75
29/04/2014,32.13,30.50
30/04/2014,31.43,30.00
01/05/2014,32.67,30.00
02/05/2014,33.00,29.00
05/05/2014,32.61,29.00
06/05/2014,31.38,29.00
07/05/2014,31.44,29.00
08/05/2014,31.31,29.00
09/05/2014,32.29,29.00
12/05/2014,31.77,29.00
13/05/2014,31.87,29.00
14/05/2014,32.19,28.50
15/05/2014,32.00,28.37
16/05/2014,32.06,28.25
19/05/2014,32.02,28.37
20/05/2014,31.56,28.00
21/05/2014,31.49,28.00
22/05/2014,31.69,28.00
23/05/2014,31.62,28.25
26/05/2014,32.70,28.25
27/05/2014,33.60,28.25
28/05/2014,33.58,28.25
29/05/2014,33.97,28.25
02/06/2014,34.24,28.25
03/06/2014,34.24,28.25
04/06/2014,33.97,28.25
05/06/2014,33.31,28.50
06/06/2014,33.56,28.50
09/06/2014,33.86,28.50
10/06/2014,33.59,28.50
11/06/2014,33.25,28.50
12/06/2014,33.21,28.50
13/06/2014,33.66,28.50
16/06/2014,33.91,28.35
17/06/2014,33.56,28.25
18/06/2014,33.29,28.25
19/06/2014,33.15,28.25
20/06/2014,32.95,28.25
23/06/2014,32.52,28.13
24/06/2014,32.47,28.25
25/06/2014,32.41,28.33
26/06/2014,32.82,28.33
27/06/2014,32.88,28.25
30/06/2014,33.08,28.25
01/07/2014,33.39,28.25
02/07/2014,33.39,28.25
03/07/2014,33.35,28.50
04/07/2014,33.21,28.50
07/07/2014,33.28,28.50
08/07/2014,32.87,28.50
09/07/2014,32.92,28.35
10/07/2014,33.05,28.25
11/07/2014,33.11,28.25
14/07/2014,33.75,28.37
15/07/2014,33.49,28.50
16/07/2014,33.31,28.50
17/07/2014,33.76,28.50
18/07/2014,33.49,28.50
21/07/2014,34.31,28.50
22/07/2014,34.24,28.50
23/07/2014,33.90,28.50
24/07/2014,34.04,28.50
25/07/2014,33.97,28.50
28/07/2014,34.47,28.64
29/07/2014,34.81,28.64
30/07/2014,34.11,28.64
31/07/2014,35.53,28.64
01/08/2014,35.08,28.88
04/08/2014,35.08,28.88
05/08/2014,35.01,28.88
06/08/2014,35.57,29.63
07/08/2014,35.63,29.50
08/08/2014,35.65,29.75
11/08/2014,35.91,30.25
12/08/2014,36.07,30.50
13/08/2014,36.11,30.88
14/08/2014,36.59,30.88
15/08/2014,35.63,30.88
18/08/2014,35.94,31.25
19/08/2014,35.64,31.33
20/08/2014,35.76,31.50
21/08/2014,35.84,31.63
22/08/2014,35.71,31.69
25/08/2014,35.89,31.38
26/08/2014,36.17,31.50
27/08/2014,36.06,32.50
28/08/2014,35.97,33.00
29/08/2014,35.86,32.63
01/09/2014,35.92,32.63
02/09/2014,36.06,32.50
03/09/2014,35.83,32.50
04/09/2014,36.15,32.89
08/09/2014,36.00,32.89
09/09/2014,35.84,32.89
10/09/2014,35.80,32.89
11/09/2014,36.12,33.00
12/09/2014,36.04,33.25
15/09/2014,36.05,33.25
16/09/2014,36.24,35.00
17/09/2014,36.30,35.75
18/09/2014,36.86,36.10
19/09/2014,37.48,36.75
22/09/2014,37.34,36.63
23/09/2014,37.72,36.63
24/09/2014,37.71,36.50
25/09/2014,35.84,35.50
26/09/2014,35.04,35.40
29/09/2014,35.42,35.50
30/09/2014,34.95,35.39
01/10/2014,34.66,35.50
02/10/2014,34.53,35.50
03/10/2014,34.18,35.50
06/10/2014,34.80,35.50
07/10/2014,35.16,35.83
08/10/2014,35.81,35.62
09/10/2014,35.10,35.50
10/10/2014,34.72,35.62
13/10/2014,34.72,35.62
14/10/2014,34.69,35.50
15/10/2014,34.43,35.62
16/10/2014,34.72,35.62
17/10/2014,34.57,35.75
20/10/2014,34.44,35.75
21/10/2014,35.22,35.75
22/10/2014,35.23,35.82
23/10/2014,34.03,36.00
24/10/2014,35.05,36.12
27/10/2014,34.52,36.50
28/10/2014,34.62,36.75
29/10/2014,35.03,37.00
30/10/2014,34.15,36.75
31/10/2014,34.17,36.25
03/11/2014,34.01,36.75
04/11/2014,33.90,37.00
05/11/2014,34.68,37.63
06/11/2014,34.58,38.25
07/11/2014,36.91,41.00
10/11/2014,38.10,41.75
11/11/2014,37.70,41.75
12/11/2014,37.59,42.25
13/11/2014,37.48,42.75
14/11/2014,38.27,43.50
17/11/2014,38.49,43.75
18/11/2014,38.45,43.16
19/11/2014,37.78,42.50
20/11/2014,37.90,41.75
21/11/2014,36.75,38.50
24/11/2014,35.98,40.00
25/11/2014,35.38,40.25
26/11/2014,35.14,39.50
27/11/2014,35.54,39.50
28/11/2014,35.25,39.12
01/12/2014,35.31,39.00
02/12/2014,34.20,38.50
03/12/2014,34.18,38.25
04/12/2014,33.91,38.13
05/12/2014,35.24,38.00
08/12/2014,34.49,37.75
09/12/2014,34.42,37.75
10/12/2014,34.47,37.50
11/12/2014,34.25,37.25
12/12/2014,33.99,37.38
15/12/2014,36.38,37.38
16/12/2014,36.25,37.25
17/12/2014,36.00,37.00
18/12/2014,35.83,36.83
19/12/2014,35.75,36.75
22/12/2014,35.75,36.75
23/12/2014,33.15,36.50
24/12/2014,32.86,36.00
25/12/2014,32.86,36.00
26/12/2014,32.86,36.00
29/12/2014,33.02,35.50
30/12/2014,33.27,35.38
31/12/2014,33.01,35.25
01/01/2015,33.01,35.25
02/01/2015,33.01,35.25
05/01/2015,32.91,35.12
06/01/2015,32.97,35.12
07/01/2015,33.51,35.25
08/01/2015,33.77,35.25
09/01/2015,32.97,35.25
12/01/2015,33.54,35.50
13/01/2015,33.80,35.65
14/01/2015,34.03,36.00
15/01/2015,34.03,36.50
16/01/2015,33.75,36.75
19/01/2015,33.82,36.50
20/01/2015,33.82,36.50
21/01/2015,33.29,36.75
22/01/2015,33.01,36.75
23/01/2015,32.77,36.75
26/01/2015,32.05,36.75
27/01/2015,32.06,37.00
28/01/2015,32.70,37.25
29/01/2015,33.26,37.50
30/01/2015,33.44,37.13
02/02/2015,32.87,37.25
03/02/2015,32.94,37.50
04/02/2015,33.40,37.75
05/02/2015,33.51,38.00
06/02/2015,33.37,38.15
09/02/2015,33.26,38.15
10/02/2015,33.21,38.25
11/02/2015,33.34,38.00
12/02/2015,33.52,37.75
13/02/2015,33.28,38.12
16/02/2015,33.28,38.25
17/02/2015,33.91,38.25
18/02/2015,33.55,38.37
19/02/2015,33.72,38.37
20/02/2015,33.98,38.37
23/02/2015,33.65,38.50
24/02/2015,34.10,38.63
25/02/2015,34.59,38.63
26/02/2015,33.80,38.63
27/02/2015,34.07,38.75
02/03/2015,34.24,39.25
03/03/2015,33.97,39.65
04/03/2015,34.12,39.50
05/03/2015,34.42,39.50
06/03/2015,34.12,39.42
09/03/2015,33.87,39.42
10/03/2015,33.14,39.50
11/03/2015,33.08,39.42
12/03/2015,33.16,39.42
13/03/2015,32.95,39.42
16/03/2015,33.13,39.42
17/03/2015,33.34,39.50
18/03/2015,33.52,40.25
19/03/2015,33.78,39.50
20/03/2015,33.89,39.25
23/03/2015,33.53,39.33
24/03/2015,34.08,39.33
25/03/2015,34.48,39.33
26/03/2015,33.72,39.33
27/03/2015,34.76,39.33
30/03/2015,34.03,39.33
31/03/2015,33.72,39.33
01/04/2015,33.98,39.25
02/04/2015,33.92,39.25
03/04/2015,34.02,39.25
06/04/2015,34.19,39.25
07/04/2015,34.25,39.25
08/04/2015,34.47,39.13
09/04/2015,34.17,39.25
10/04/2015,34.35,39.12
13/04/2015,34.13,39.00
14/04/2015,34.32,39.13
15/04/2015,34.44,39.00
16/04/2015,34.22,39.00
17/04/2015,34.22,38.88
20/04/2015,34.50,38.88
21/04/2015,33.92,38.88
22/04/2015,33.92,38.88
23/04/2015,34.50,38.88
24/04/2015,35.27,38.75
27/04/2015,35.27,38.38
28/04/2015,34.76,38.25
29/04/2015,34.96,37.25
30/04/2015,35.30,36.25
01/05/2015,34.87,35.50
04/05/2015,34.96,36.00
05/05/2015,34.49,36.13
06/05/2015,34.46,36.25
07/05/2015,33.46,36.50
08/05/2015,34.02,36.25
11/05/2015,33.50,36.12
12/05/2015,33.39,36.00
13/05/2015,33.70,36.00
14/05/2015,34.99,36.00
15/05/2015,34.96,35.75
18/05/2015,34.80,35.75
19/05/2015,34.74,35.50
20/05/2015,34.03,35.13
21/05/2015,33.49,35.13
22/05/2015,33.55,35.25
26/05/2015,33.17,35.25
27/05/2015,33.17,35.25
28/05/2015,32.96,35.25
29/05/2015,32.76,35.00
01/06/2015,32.68,34.88
02/06/2015,32.84,35.25
03/06/2015,32.32,35.50
04/06/2015,32.90,35.75
05/06/2015,32.68,35.75
08/06/2015,32.41,35.75
09/06/2015,32.45,35.75
10/06/2015,32.98,35.75
11/06/2015,32.67,35.88
12/06/2015,33.36,36.25
15/06/2015,32.70,36.50
16/06/2015,32.96,36.50
17/06/2015,32.72,36.50
18/06/2015,32.79,36.50
19/06/2015,33.24,36.75
22/06/2015,32.77,36.75
23/06/2015,33.06,36.75
24/06/2015,32.70,36.75
25/06/2015,32.50,36.75
26/06/2015,32.74,36.75
29/06/2015,32.39,36.75
30/06/2015,32.23,35.63
01/07/2015,32.07,36.13
02/07/2015,32.55,36.13
06/07/2015,31.96,36.13
07/07/2015,31.96,36.38
08/07/2015,32.29,36.38
09/07/2015,32.03,36.38
10/07/2015,32.90,36.25
13/07/2015,32.53,36.25
14/07/2015,31.67,36.25
15/07/2015,31.97,36.25
16/07/2015,31.61,36.25
17/07/2015,31.27,36.25
20/07/2015,31.10,36.13
21/07/2015,31.06,36.13
22/07/2015,31.13,36.13
23/07/2015,31.48,36.13
27/07/2015,30.83,36.13
28/07/2015,29.92,36.13
29/07/2015,29.04,36.00
30/07/2015,29.49,36.00
31/07/2015,29.39,36.00
02/08/2015,29.30,35.13
03/08/2015,29.15,35.25
04/08/2015,29.04,36.25
05/08/2015,29.38,36.33
06/08/2015,28.76,36.38
07/08/2015,29.16,36.38
10/08/2015,29.04,36.25
11/08/2015,30.09,36.25
12/08/2015,30.39,36.38
13/08/2015,30.53,36.50
14/08/2015,30.40,36.50
17/08/2015,31.01,36.50
18/08/2015,30.82,36.50
19/08/2015,30.98,36.50
20/08/2015,30.59,36.50
21/08/2015,30.41,36.50
24/08/2015,29.49,36.63
25/08/2015,28.76,36.75
26/08/2015,29.41,36.75
27/08/2015,29.52,36.75
28/08/2015,29.59,36.75
31/08/2015,29.39,36.75
01/09/2015,30.14,36.75
02/09/2015,29.57,36.91
03/09/2015,30.01,36.91
04/09/2015,29.87,37.13
07/09/2015,29.29,37.13
08/09/2015,29.18,37.13
09/09/2015,29.66,37.13
10/09/2015,29.71,37.13
11/09/2015,29.73,37.13
14/09/2015,29.56,37.13
15/09/2015,29.65,37.25
16/09/2015,29.69,37.25
17/09/2015,29.89,37.25
18/09/2015,30.11,37.25
21/09/2015,29.71,37.38
22/09/2015,29.77,37.38
23/09/2015,29.60,37.38
24/09/2015,29.51,37.38
25/09/2015,29.29,37.13
28/09/2015,28.65,37.00
29/09/2015,28.25,36.50
30/09/2015,28.11,36.63
01/10/2015,28.52,36.63
02/10/2015,28.86,36.50
05/10/2015,28.85,36.88
06/10/2015,29.43,37.00
07/10/2015,29.52,37.00
08/10/2015,30.99,37.25
09/10/2015,30.51,37.38
12/10/2015,31.09,38.25
13/10/2015,30.82,37.88
14/10/2015,30.99,37.88
15/10/2015,31.09,37.88
16/10/2015,30.80,37.88
19/10/2015,30.67,37.75
20/10/2015,31.02,37.63
21/10/2015,30.87,37.50
22/10/2015,30.77,37.38
23/10/2015,30.88,37.00
26/10/2015,30.79,36.50
27/10/2015,30.62,36.38
28/10/2015,30.25,36.13
29/10/2015,29.92,36.00
30/10/2015,30.01,35.38
02/11/2015,29.82,35.75
03/11/2015,29.88,35.88
04/11/2015,30.24,36.00
05/11/2015,30.13,36.00
06/11/2015,30.00,36.00
09/11/2015,29.84,36.00
10/11/2015,29.20,36.00
11/11/2015,29.12,36.00
12/11/2015,29.06,36.00
13/11/2015,29.24,36.00
16/11/2015,29.30,36.00
17/11/2015,29.25,36.00
18/11/2015,29.41,36.00
19/11/2015,29.75,36.05
20/11/2015,29.71,36.05
23/11/2015,29.36,36.05
24/11/2015,29.58,36.05
25/11/2015,29.81,36.05
26/11/2015,29.66,36.00
27/11/2015,29.74,36.00
30/11/2015,29.72,36.00
01/12/2015,31.18,36.00
02/12/2015,31.02,36.00
03/12/2015,30.30,36.00
04/12/2015,30.58,36.00
07/12/2015,30.36,36.00
08/12/2015,30.52,36.00
09/12/2015,30.06,36.00
10/12/2015,30.28,36.00
11/12/2015,29.89,36.00
14/12/2015,29.25,36.00
15/12/2015,29.73,35.75
16/12/2015,28.56,35.50
17/12/2015,28.56,35.25
18/12/2015,28.57,35.25
21/12/2015,28.50,33.88
22/12/2015,28.21,33.75
23/12/2015,28.00,34.00
24/12/2015,27.90,34.00
25/12/2015,27.90,34.00
26/12/2015,27.90,34.00
27/12/2015,27.90,34.00
28/12/2015,27.90,34.00
29/12/2015,27.98,34.25
30/12/2015,28.28,34.25
31/12/2015,28.28,34.25
01/01/2016,28.21,34.25
04/01/2016,28.49,34.33
05/01/2016,28.25,34.50
06/01/2016,28.19,34.50
07/01/2016,28.07,34.50
08/01/2016,28.01,34.50
11/01/2016,27.85,34.50
12/01/2016,27.53,34.50
13/01/2016,27.30,34.75
14/01/2016,26.93,34.88
15/01/2016,26.55,35.00
18/01/2016,26.49,34.88
19/01/2016,26.30,34.88
20/01/2016,26.46,34.88
21/01/2016,26.35,34.88
22/01/2016,27.04,34.75
25/01/2016,26.91,34.75
26/01/2016,26.90,34.88
27/01/2016,27.43,34.75
28/01/2016,27.60,34.75
29/01/2016,27.55,34.75
01/02/2016,27.56,34.75
02/02/2016,27.73,34.63
03/02/2016,27.67,34.63
04/02/2016,28.08,34.38
05/02/2016,28.01,34.38
08/02/2016,27.65,34.00
09/02/2016,27.60,34.13
10/02/2016,27.34,34.13
11/02/2016,26.91,34.13
12/02/2016,27.16,34.00
15/02/2016,27.29,33.88
16/02/2016,27.35,33.88
17/02/2016,27.38,33.88
18/02/2016,27.87,33.88
19/02/2016,27.91,33.63
22/02/2016,27.88,33.50
23/02/2016,28.09,33.38
24/02/2016,27.90,33.38
25/02/2016,27.95,33.38
26/02/2016,28.22,32.75
29/02/2016,27.78,32.25
01/03/2016,28.09,32.12
02/03/2016,27.90,32.12
03/03/2016,27.49,32.00
04/03/2016,27.58,31.50
07/03/2016,27.61,31.25
08/03/2016,27.74,31.00
09/03/2016,27.50,30.50
10/03/2016,27.48,29.25
11/03/2016,27.30,28.50
14/03/2016,27.32,28.75
15/03/2016,26.54,28.88
16/03/2016,25.98,29.13
17/03/2016,26.94,29.00
18/03/2016,27.51,29.63
21/03/2016,27.82,29.75
22/03/2016,27.19,29.75
23/03/2016,27.02,29.50
24/03/2016,26.56,29.38
25/03/2016,26.43,29.38
28/03/2016,26.40,29.38
29/03/2016,26.35,29.38
30/03/2016,26.63,28.88
31/03/2016,26.89,28.33
01/04/2016,26.50,28.13
04/04/2016,26.59,27.50
05/04/2016,26.41,28.25
06/04/2016,26.22,28.25
07/04/2016,26.59,28.38
08/04/2016,26.36,28.63
11/04/2016,26.82,28.50
12/04/2016,26.84,28.50
13/04/2016,26.93,28.25
14/04/2016,27.07,28.25
15/04/2016,27.05,27.00
18/04/2016,26.99,25.88
19/04/2016,27.27,27.00
20/04/2016,27.90,27.50
21/04/2016,27.17,27.00
22/04/2016,27.19,27.00
25/04/2016,27.23,27.50
26/04/2016,27.52,27.63
27/04/2016,28.06,27.50
28/04/2016,27.84,27.50
29/04/2016,27.95,27.63
02/05/2016,28.12,27.63
03/05/2016,27.10,27.63
04/05/2016,26.69,27.50
05/05/2016,26.67,27.63
06/05/2016,25.97,27.63
09/05/2016,26.32,27.63
10/05/2016,26.12,27.63
11/05/2016,25.63,27.75
12/05/2016,25.71,27.75
13/05/2016,25.76,27.88
16/05/2016,25.64,27.88
17/05/2016,25.85,28.63
18/05/2016,25.75,28.75
19/05/2016,25.21,28.75
20/05/2016,25.02,28.75
23/05/2016,25.07,28.50
24/05/2016,25.06,28.25
25/05/2016,24.94,28.13
26/05/2016,24.93,27.63
27/05/2016,24.90,27.25
30/05/2016,24.91,27.25
31/05/2016,24.87,27.35
01/06/2016,24.80,27.35
02/06/2016,24.92,27.38
03/06/2016,24.99,28.00
06/06/2016,24.94,28.30
07/06/2016,25.55,28.38
08/06/2016,25.54,28.38
09/06/2016,25.25,28.38
10/06/2016,25.32,28.38
13/06/2016,24.93,28.38
14/06/2016,24.46,28.00
15/06/2016,24.45,28.00
16/06/2016,24.26,27.50
17/06/2016,24.25,27.25
20/06/2016,24.43,25.88
21/06/2016,24.53,26.13
22/06/2016,24.24,26.38
23/06/2016,24.17,26.38
24/06/2016,23.15,26.38
27/06/2016,23.22,27.00
28/06/2016,23.36,27.00
29/06/2016,23.46,26.50
30/06/2016,23.69,26.25
01/07/2016,23.61,26.50
04/07/2016,23.64,26.50
05/07/2016,23.59,26.50
06/07/2016,23.32,26.50
07/07/2016,23.41,26.50
08/07/2016,23.37,26.50
11/07/2016,23.16,26.50
12/07/2016,23.32,26.50
13/07/2016,23.50,26.25
14/07/2016,24.08,26.03
15/07/2016,24.32,25.98
18/07/2016,25.08,25.10
19/07/2016,24.40,25.50
20/07/2016,24.50,25.60
21/07/2016,23.82,25.60
22/07/2016,23.67,25.60
25/07/2016,23.61,25.25
